index,movie_id,movie_name,genres,overview,original_language
11,24,追殺比爾,"[{'id': 28, 'name': '动作'}, {'id': 80, 'name': '犯罪'}]",一名叫新娘(鄔瑪舒曼飾)的女殺手，想脫離所屬之暗殺組織，不料卻在自己的婚禮上遭到組織首腦比爾與其黨羽虐殺，頭部中彈昏迷。整整昏迷了5年甦醒後，她誓言復仇到底！不惜一切追殺比爾！！她以忍者般鋼鐵意志踏遍世界各地，一路追殺敵人，從美洲到亞洲，足跡遍佈加州、墨西哥、中國大陸、香港和日本等地，一場新娘與比爾的浴血大戰展開。,en
12,25,鍋蓋頭,"[{'id': 18, 'name': '剧情'}, {'id': 10752, 'name': '战争'}]",Swoff(JakeGyllenhaal)在非自願的情況下加入了美軍，之後更被選為陸戰隊的一員，前往SaudiArabia的沙漠裡受訓、備戰。在漫長的訓練過程裡，他也結識了同袍好友Troy(PeterSarsgaard)還有操死人不償命的嚴格長官Sykes(JamieFoxx)等人。在這場著名的伊拉克攻打科威特的戰爭裡，Swoff從一個菜鳥士兵逐漸訓練成專業的狙擊手，在廣大沙漠地帶中，艱辛的過著每一天。不論是身體或是心理狀態上，都面臨極大的挑戰，而參與這場戰爭也成為在他心中難以忘懷的一段旅程。,en
13,28,現代啟示錄,"[{'id': 18, 'name': '剧情'}, {'id': 10752, 'name': '战争'}]",本片描述越戰期間一名美國上尉（馬丁辛飾）奉命深入柬埔寨叢林，尋找一名據地為王的美軍上校寇茲（馬龍白蘭度飾），並將他暗殺的故事。柯波拉藉由美國上尉的任務之旅，帶領著觀眾歷經一場迷惑、混亂和超現實的漫長探索。雖然本片在當年是一部備受爭議的作品，但整體而言，《現代啟示錄》的確是一部能夠震撼人心的電影。柯波拉的手法雄渾，將砲火漫天的越戰，塑造成人類末世的地獄景觀，是一部非常值得探討的戰爭史詩鉅片，尤其劇中以交響樂搭配直昇機大屠殺的一幕，更是眾多影迷們所稱道的經典鏡頭。,en
14,30,彼女の想いで,"[{'id': 16, 'name': '动画'}, {'id': 878, 'name': '科幻'}]",,ja
15,31,最臭兵器,"[{'id': 28, 'name': '动作'}, {'id': 16, 'name': '动画'}, {'id': 35, 'name': '喜剧'}, {'id': 878, 'name': '科幻'}]",,ja
16,32,大砲の街,"[{'id': 16, 'name': '动画'}, {'id': 878, 'name': '科幻'}]",,ja
17,33,殺無赦,"[{'id': 37, 'name': '西部'}]",克林伊斯威特自編自導自演之作，獲得奧斯卡最佳影片、最佳導演等大獎。一個無惡不作的江洋大盜，金盆洗手十一年後，再度大開殺戒……,en
18,35,辛普森家庭電影版,"[{'id': 16, 'name': '动画'}, {'id': 35, 'name': '喜剧'}, {'id': 10751, 'name': '家庭'}]",綠日樂隊在春田鎮辦了環保演唱會，慘遭冷遇，成員落水而亡。為了悼念，教堂舉辦了彌撒儀式。辛普森一家又遲到了，而且爺爺突然靈魂附體，說出了災難降臨的預言。巴特因為踩著滑板裸奔被罰，得到了鄰居弗蘭德斯的幫助，情同父子。麗莎遇到了志同道合的愛爾蘭男孩柯林，兩人暗生情愫。荷馬丟棄核廢料與垃圾嚴重污染了水資源。他買回了一頭豬，引起了妻子瑪姬的不滿，小女兒美姬倒是樂得其中。一個長著無數眼睛的怪異生物讓大家意識到了問題的嚴峻性。居民大會上，麗薩提出的環保議案被否決，問題傳到了施瓦辛格總統的耳朵裡。政府下令將污染嚴重的春田鎮隔離。如夢初醒的村民們這才發現環境的重要，憤怒的人們把矛頭指向了污染的始作俑者——辛普森一家……本片是從1987年開始在美國連播18年的TV動畫長壽劇集《辛普森家庭》第一次登陸大銀幕，在影迷中引起巨大反響。,en
19,38,王牌冤家,"[{'id': 878, 'name': '科幻'}, {'id': 18, 'name': '剧情'}, {'id': 10749, 'name': '爱情'}]",忘了我，你會幸福嗎？刪除你，我要過的比你好～金凱瑞的最新作品....,en
20,55,愛是一條狗,"[{'id': 18, 'name': '剧情'}, {'id': 53, 'name': '惊悚'}]",在這部巧妙串連的奇片裡，墨西哥電影「一哥」蓋爾賈西亞貝納（《壞教慾》、《革命前夕的摩托車日記》、《戀愛夢遊中》）飾演一個看不慣混帳哥哥又情不自禁愛上大嫂的癡情男，妄想從鬥狗賺足私奔的盤纏。另一個漂亮名模，則和有婦之夫打得火熱，沒想到突如其來的車禍，粉碎了她的人生。更意想不到的是個拾荒老人，真實身份其實是深藏不露的職業殺手，他養了一群狗，並且目睹那場嚴重的車禍。宛如三個世界的人，經過命運的劇烈撞擊，奔向無法預期的道路。男與女、貧與富、人與狗，串起令人欷噓的生命百態，也為新世紀的電影語言，投下一顆震撼彈。,es
21,58,神鬼奇航2：加勒比海盜,"[{'id': 12, 'name': '冒险'}, {'id': 14, 'name': '奇幻'}, {'id': 28, 'name': '动作'}]",迷人的傑克（JohnnyDepp飾）船長又回來了，這次，他遇到了更為強大的敵人——傳說中的不死人大衛‧瓊斯(BillNighy飾)，他駕駛著讓人恐懼的「飛行荷蘭人」號快船，在速度與裝備上，沒有任何船能夠超越它。傑克船長欠下瓊斯一個血債，他必須趕在最後時限到來之前，找到破解的方法，否則他會永遠背負血債，並且在餘生永遠成為瓊斯的奴隸。當然，傑克船長的好朋友威爾‧特納（OrlandoBloom飾）也被捲入了他的壞運氣當中。因為傑克，威爾和伊麗莎白（KeiraKnightley飾）的婚禮被迫取消，伊麗莎白還被皇家海軍關進了監獄，威爾為了救她，只能去尋找傑克。這次兩個好朋友遇到了巨大神秘的海洋怪物、不友善的小島土著、打扮華麗的占卜者戴爾瑪，威爾失散多年的父親--「拉靴帶」比爾‧特納(斯特蘭‧斯卡斯加德)在關鍵時刻離奇現身，成為全局的轉折點……...,en
22,59,暴力效應,"[{'id': 18, 'name': '剧情'}, {'id': 53, 'name': '惊悚'}, {'id': 80, 'name': '犯罪'}]",小鎮餐廳老闆湯姆史戴爾(維果莫天森飾)是全世界最溫和善良的好男人。妻子艾迪(瑪莉亞貝羅飾)則是小鎮上的律師，精明幹練、衝勁十足。兩人育有一男一女，一家四口的生活安詳而愉快。直到湯姆在無意之間，成為了英雄……。那天晚上，湯姆在自己的餐廳裡制服了兩名企圖打劫的持械歹徒，一夕之間成為小鎮風雲人物，更引來全國新聞網的大肆報導，日復一日的媒體曝光，讓湯姆聲名大噪，雖然他試圖恢復往日平靜的生活，卻為時已晚。湯姆往日的仇家(艾德哈里斯與威廉赫特飾)循線找上門來，打算了結當年與湯姆之間的所有恩怨。一方面是虎視眈眈的危險人物，另一方面是急遽改變的現實，史戴爾一家人之間原本和諧美滿的關係，隨著湯姆不欲人知的神秘過去漸漸浮上檯面，也產生了天翻地覆的變化。,en
23,63,未來總動員,"[{'id': 878, 'name': '科幻'}, {'id': 53, 'name': '惊悚'}, {'id': 9648, 'name': '悬疑'}]",改編自法國漫畫。布魯斯威利飾演一位2035年的監獄犯詹姆斯柯爾。他被指派回到地球環境尚未惡化前的過去，阻擾致命的瘟疫大流行。這種濾過性病毒害死了大部分的人類，使得其他殘存的人類只好活在暗無天日的地下。時空機器將他送回1990年。沒想到，一回到過去的他，被人為成瘋子，送進了神精病院。而在此時他結識了布萊德彼特所飾的傑弗瑞。不久，認識了另一個凱薩琳蕾莉博士（麥德琳史道威飾）。詹姆斯說服了凱薩琳接受了他是個未來人的事實，可是同時，他必須趕快找到那個散播病毒的罪魁禍首……在他調查的過程，發現有個環保組織所用符號，竟與未來世界裡的一模一樣，而那個瘋子傑弗瑞正好是組織裡的頭兒……可是聽起來他們也不過是保護地球自天環境而已，應該不會和破壞生命的病毒撤上關係吧？詹姆斯在查不出來之餘，想與相愛的凱薩琳坐飛機逃了出去，此時，他正好發現那個帶病毒的人，他奮不顧身的追了過去……,en
24,64,悄悄告訴她,"[{'id': 18, 'name': '剧情'}, {'id': 10749, 'name': '爱情'}]",《悄悄告訴她》（西班牙語：Hableconella）是2002年西班牙導演佩德羅·阿莫多瓦編導的電影，由哈維耶·卡馬拉、達里奧·葛蘭帝內提、蓮娜·瓦特伶、潔洛汀·卓別林和羅莎莉歐·芙蘿雷斯主演。它獲得2002年奧斯卡最佳原創劇本獎以及2003年金球獎最佳外語片等多項大獎肯定。電影探討主題包括兩性、孤獨與親密之間溝通的困難，以及超越失去的愛。2005年，《時代雜誌》影評人理察·考利斯和理察·希克將《悄悄告訴她》列入「時代百大電影」名單中。保羅·施拉德則把電影排入他60部經典電影中的第46名班尼諾（Benigno，在西班牙語中意為「善良」或「無惡意的」）和馬可在一場舞蹈表演不期而遇，後又在班尼諾工作的私人診所重逢。班尼諾負責照顧他傾心已久、因車禍陷入昏迷的芭蕾舞學生阿麗西亞，馬可則是一名記者、旅遊作家，到診所探望他被公牛撞傷而昏迷不醒的鬥牛士女友莉蒂亞。隨著兩人徹夜照顧著患者，故事倒敘，述說起他們各自的兩段戀情。馬可遇見了莉蒂亞的舊情人，並被告知，她在發生意外的一個月前已和她的舊情人再續舊情。因此，馬可選擇離開，前往約旦旅行、撰寫旅遊書；在當地，他才從報紙得知莉蒂亞已經死於昏迷。與此同時，阿麗西亞突然被發現她懷孕了。班尼諾一直深信他和昏迷的阿麗西亞是相愛、可以互相「交流」的，因此被認定有最大嫌疑，遭指控強姦了阿麗西亞，而被遣送到塞哥維亞的監獄服刑。馬可回到西班牙，開始設法幫助班尼諾；然而，班尼諾卻選擇服下大量的藥物，以「逃脫」、和阿麗西亞相聚，隨後死於藥物過量。諷刺的是，阿麗西亞在胎兒出生後奇蹟似的醒了過來。胎兒死產，阿麗西亞則開始復建，逐漸恢復走路能力。馬可承租了班尼諾的公寓，一天往窗外看去時，因眼前的景象大吃一驚；他不知道阿麗西亞已經走出昏迷。在電影最後，場景來到了一場舞蹈表演，馬可坐在阿麗西亞的前兩排，轉回頭向她笑了一下，然後再轉回前方。,es
25,66,一觸即發,"[{'id': 80, 'name': '犯罪'}, {'id': 18, 'name': '剧情'}, {'id': 28, 'name': '动作'}]",盧瑟維尼（克林伊斯威特飾）是竊賊的箇中好手，原想好好幹上一票就金盆洗手，但市當他進入鎖定的蘇家豪宅之後，一些光怪陸離的事接踵而來。維尼發現女主人竟與現任總統有染，同時，他在豪宅內還目睹了一樁奇異的謀殺案件，而維尼也就無端捲捲入這場風暴中，成為法蘭克探長名單上的頭號嫌犯。維尼想逃亡，但他發現真正的幕後主謀竟然是白宮當局，而兇手也處心積慮想殺他滅口，他決定留下來對抗，這個決定又無端地讓自己的女兒陷入重重災難中…,en
26,67,天堂不遠,"[{'id': 53, 'name': '惊悚'}, {'id': 80, 'name': '犯罪'}, {'id': 18, 'name': '剧情'}]",巴勒斯坦青年薩伊和加列是無話不談的好朋友，兩人一起在修車廠上班，某天他們報名了反抗組織的自殺炸彈行動，不僅獲得身邊親友的支持，他們也對自己的決定感到驕傲。時間來到引爆的前夕，這兩位一起長大的好友，喝茶、聊天、抽雪茄打發剩下的時間，一起渡過此生最難熬的48小時，隨著時間分秒逼近，眼見關鍵時刻就要來到，卻發生了最意想不到的轉變。,en
27,68,巴西,"[{'id': 35, 'name': '喜剧'}, {'id': 878, 'name': '科幻'}]",巴西導演泰瑞吉利安的未來狂想曲，入圍奧斯卡最佳原著劇本，以飽滿的色澤與黑色幽默，建構出無所不在的末日意境。強納森派萊斯飾演的男主角是一名有理想但頗為倒楣的公務人員，他在夢中常見到一名美麗的女子，但是當他真的在辦公大樓，看到長的一模一樣的她後，強納森陷入瘋狂，他開始懷疑起眼前的美好生活，他怪異的狂想與行徑甚至被政府認為是恐怖份子...！本片由巴西導演泰瑞吉利安執導，是一部對假想的美好未來社會的黑色諷刺喜劇，入圍奧斯卡最佳原著劇本，以飽滿的色澤與黑色幽默，建構出無所不在的末日意境。,en
28,69,為你鍾情,"[{'id': 18, 'name': '剧情'}, {'id': 10402, 'name': '音乐'}, {'id': 10749, 'name': '爱情'}]",他是美國樂壇教父，在老鷹合唱團出道以前，從鄉村到搖滾，他的音樂撼動人心，不管搖滾、鄉村、龐克、民謠和rap都深受影響。榮獲十座葛萊美獎，他是唯一同時名列搖滾與鄉村音樂名人堂的傳奇歌手，他是強尼凱許（1932-2003）。當紅的強尼凱許，曾因嚴重藥癮吸毒入獄、事業跌至谷底。復出後重振事業，大膽赴監獄舉辦演唱會，為受刑人打氣並批評政府。至今那仍是樂壇最暢銷的Live專輯之一，強尼凱許的音樂深受各階層人的感動，他重生的關鍵，是因為愛。【為你鍾情】是關於年輕的強尼卡許和瓊恩卡特卡許的愛情故事。初相識他們是事業夥伴、各有婚娶，在保守輿論壓力的60年代，瓊恩幫助凱許戒毒並重回舞台，十年後終於走在一起。2003年5月瓊恩過世，同年9月凱許也離開人間。,en
29,70,登峰造擊,"[{'id': 18, 'name': '剧情'}]",由於女兒的疏遠，拳擊教練法蘭奇（克林·伊斯威特飾）長時間在人群中封閉自己，直到瑪姬(希拉蕊史汪飾)走進他的體育館，歷經挫折，瑪姬強烈意志要向世人證明自己的實力，開啟了法蘭奇的心防，決定承擔一切風險調教瑪姬成為女拳擊手。在訓練的過程中兩人的遭遇啟發了對方，他們發現彼此意氣相投，一同找到力量克服過往傷痛，同時在彼此身上找到失去已久的家庭歸屬，他們同舟一命面對一場超過預期需要無比勇氣與毅力的抗戰。,en
30,71,舞動人生,"[{'id': 18, 'name': '剧情'}, {'id': 35, 'name': '喜剧'}, {'id': 10402, 'name': '音乐'}]",80年代的北英格蘭，礦工們正忙著罷工爭取更好的待遇。身為礦工之子的比利，背負著單親爸爸的期許，每週帶著得來不易的學費去上男子漢必修拳擊課。但在拳場上接連慘敗的比利，目光總停留在隔壁的芭蕾舞課堂，比起揮拳海Ｋ，自己好像更喜歡旋轉抬腿、翩翩起舞。在舞蹈老師支持之下，比利開始偷學芭蕾舞並展現過人天賦。正當他鼓起勇氣要申請皇家芭蕾學院圓夢時，竟然被視芭蕾為大忌的爸爸發現了，近在眼前的舞蹈夢遇上了最大危機…,en
31,73,美國X檔案,"[{'id': 18, 'name': '剧情'}]",德瑞克溫亞是一個極端聰明、可是卻四處惹禍的青年，他崇拜新納粹主義，仇視所有有色人種。他原來只是一個普通的在學青年，有一個小康家庭，學校功課名列前矛，造成他充滿仇恨的性格主要是因為幼年時父親被黑人所射殺，他將所有的悲傷與憤怒，轉成對付有色人種的力量，他崇拜納粹黨，將書房貼滿了希特勒的照片，更在身上刺上納粹的卍字圖騰，同時積極地收編社區裡的白人青少年，成為他的白人勢力，到處迫害有色人種的商家，因而使得種族之間的對立更加明顯，在一次與黑人的衝突中，他射殺了兩名黑人，被判刑入獄，可是無形中卻更加確定他在該幫會中的領導地位。,en
32,74,世界大戰,"[{'id': 12, 'name': '冒险'}, {'id': 53, 'name': '惊悚'}, {'id': 878, 'name': '科幻'}]",本片敘述「沒有人相信，在21世紀初，我們的世界竟然被比我智慧更高的外星生物監視著，當人類忙忙碌碌、汲汲營營，他們卻默默的觀察、研究我們，人類對自己的成就感到自豪，為了鞏固地球上的霸業在世界各地征戰不休，但是在遙遠的外太空，冷酷無情的外星高等生物正以羨慕的眼神覬覦我們星球，並且一步一步計畫和我們展開一場世界大戰！,en
33,75,星戰毀滅者,"[{'id': 35, 'name': '喜剧'}, {'id': 14, 'name': '奇幻'}, {'id': 878, 'name': '科幻'}]",美國總統詹姆斯戴爾（傑克尼柯遜飾），憂心著如何安排與火星人做第一次的接觸，總統最親信的中堅幹部戴克將軍主張強硬，不與外星人打交道，而凱斯將軍則主張溫和，認為與火星人的接觸將是人類和平跨向宇宙的一大步，兩人彊持不下....白宮媒體機要秘書羅斯是他們中間的協調者，唐納凱斯勃教授（皮爾斯布洛斯南飾）則是科學院中的火星專家。一對恩愛的情侶，兩人分別為不同的電視台工作，為了報導外星人來訪的消息，並取得第一手資料，不惜針鋒相對。在哈特蘭一名漫不經心，毫無目標的新新人類李察，因火星人來襲，他們在鎮上組織了自救隊，並意外發現力抗科技先進的火星人的秘密武器....,en
34,76,愛在黎明破曉時,"[{'id': 18, 'name': '剧情'}, {'id': 10749, 'name': '爱情'}]",劇情敘述年輕人杰西到歐洲旅遊，在火車上和一名法國女子偶遇，杰西對法國女孩席琳一見鍾情，兩人交談甚為投機，無奈火車即將到站，眼見兩人就要分手，但總覺意猶未盡，杰西於是說動女孩下車和他共遊維也納，黎明破曉時兩人便各分東西。兩人下車後在古老的維也納四處閒逛，在途中聊了許多對人生、對愛情、對夢想的看法，兩人心靈契合，但不願交換電話住址導致最後不了了之的俗套，因此決議好好過完最後一夜。黎明破曉，兩人分手，互相愛慕的兩人拋開先前不羈絆對方的約束，允諾在半年後於同一地點相聚，不管兩人未來是否還能見面，但這僅有的一夜叫人永誌難忘。,en
35,77,記憶拼圖,"[{'id': 9648, 'name': '悬疑'}, {'id': 53, 'name': '惊悚'}]",黑暗中突然出現了一道閃光，一名男子被開槍射中頭部，兇手正在快速接近中。另一道閃光的出現，時間卻開始倒轉─子彈彈回了槍裡，死亡男子的頭部自動癒合，持槍的兇手還沒殺人，但是他準備為死去的妻子報仇。這是【記憶拼圖】的影片開場，本片可說是繼【刺激驚爆點】之後最具創意的驚悚片佳作。蓋皮爾斯所飾演的藍納一直在找尋殺妻的兇手，一心想親手替妻子報仇。不料藍納卻突然失去記憶，更糟糕的是，這段暫時性的失憶剛好發生在他追蹤殺妻兇手之時。就在藍納開槍射殺兇手時，時光開始倒轉，而藍納開始失憶……..。為了能記得追蹤殺妻兇手的線索，失憶前的藍諾利用筆記、照片、圖表及所有訊息，提醒自己誰可以信賴而誰不能信賴，即使自己的身體也派上了用場，他將「找到他並殺了他」刺青在自己身上，作為神秘記號，提醒自己這句話是找出兇手的關鍵。一名叫娜塔麗的女子也在此時出現，她願意協助藍納追蹤兇手，並找出真相。然而神秘的娜塔麗是否可以信賴？而藍納面對的又是什麼樣的兇手呢？,en
36,78,銀翼殺手,"[{'id': 878, 'name': '科幻'}, {'id': 18, 'name': '剧情'}, {'id': 53, 'name': '惊悚'}]",經典級的科幻片，導演雷利史考特（RidleyScott）改變了一般人對未來世界的刻板印象。......2019年，在外太空殖民所增加人口，製造了為數不少的複製人，而這些複製人發生暴動，使得地球政府不得不提前讓他們「退休」。瑞克（HarrisonFord飾）乃負責執行「銷毀」任務的「銀翼殺手」。而他卻在追殺的過程中，愛上了一位女複製人（《變男變女變變變》《華爾街》SeanYoung飾）……,en
37,79,英雄,"[{'id': 18, 'name': '剧情'}, {'id': 12, 'name': '冒险'}, {'id': 28, 'name': '动作'}, {'id': 36, 'name': '历史'}]",“夫英雄者，胸懷大志，腹有良策，有包藏宇宙之機，吞吐天地之志者也。”─《三國演義》第21回戰國時代，七分天下，是為「戰國七雄」：秦、趙、韓、魏、燕、楚、齊。這幾個國家為奪天下、戰亂頻仍，黎民百姓則飽受戰爭帶來的顛沛流離，苦不堪言。七雄之中，秦國最強，秦王雄霸一方，企圖一統天下，因此成為其他六個國家刺客共同覬覦的暗殺對象；而這些刺客裡面，又以殘劍（梁朝偉飾）、飛雪(張曼玉飾)、以及長空(甄子丹飾)三人武藝最為高強。十年來，他們不斷尋隙刺殺秦王，讓秦王夜不安枕，損失近身侍衛數千名。秦王寢食難安了十年，，一心欲除之而後快。這時，神秘劍客無名(李連杰飾)出現，憑著他神奇的劍法，竟獨力把秦王視為心腹大患的三人一一除去。這讓秦王喜出望外，聞訊後立即賞賜晉見，願聞其詳。無名道出來龍去脈，述說自己如何將他們逐一擊破。然而，秦王卻認為另有隱情…,zh
